1907,深圳,706,3,4,0,0,超市便利店,便利店,
1910,北京,1146,6,0,0,1,超市便利店,超市,
1914,南京,680,7,,,0,超市便利店,超市,
1916,温州,585,3,,,1,超市便利店,便利店,
1920,广州,57,2,3,0,0,超市便利店,便利店,
1921,泉州,34,17,4,0,1,超市便利店,超市,
1922,广州,932,18,3,0,1,超市便利店,超市,
1925,大连,87,19,4,0,1,超市便利店,超市,
1929,厦门,364,2,,,0,超市便利店,便利店,
1932,苏州,530,11,,,0,超市便利店,超市,
1937,长沙,724,15,,,0,超市便利店,超市,
1939,北京,268,19,4,0,1,超市便利店,超市,
1944,上海,627,16,,,1,超市便利店,超市,
1946,贵阳,712,19,,,0,超市便利店,超市,
1947,石家庄,873,2,4,0,1,超市便利店,便利店,
1948,上海,168,17,,,0,超市便利店,超市,
1950,苏州,431,19,,,1,超市便利店,超市,
1954,广州,746,18,4,0,1,超市便利店,超市,
1956,杭州,631,3,1,0,1,超市便利店,便利店,
1957,上海,554,4,,,1,超市便利店,便利店,
1961,广州,36,6,,,0,超市便利店,超市,
1963,温州,585,3,4,0,1,超市便利店,便利店,
1967,上海,1127,18,4,0,1,超市便利店,超市,
1970,大连,1139,17,2,0,0,超市便利店,超市,
1973,武汉,285,8,4,0,1,超市便利店,超市,
1980,自贡,1121,17,4,0,1,超市便利店,超市,
1988,佛山,559,18,,,1,超市便利店,超市,
1991,上海,1127,5,4,0,1,超市便利店,便利店,
1992,安康,118,19,,,1,超市便利店,超市,
1995,苏州,780,16,,,0,超市便利店,超市,
1999,成都,1134,19,,,1,超市便利店,超市,
